"ポートフォリオ一覧",
"一括表示",
"PTS株価非表示",
"総件数：11件",
"選択範囲：1-11件",
"ページ：1",
"株式（現物/NISA預り（成長投資枠））",
"銘柄（コード）","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"8593 三菱ＨＣキャピタル","2025/02/04",50,1036,1120,-0.5,-0.04,+4200,+8.11,56000,
"1605 ＩＮＰＥＸ","2025/06/30",100,2003,2103,+17,+0.81,+10000,+4.99,210300,
"株式(現物/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
266300,+14200,+5.63,+1675,+0.63,
"投資信託（金額/NISA預り（成長投資枠））",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"三菱ＵＦＪ－ｅＭＡＸＩＳ　Ｓｌｉｍ　先進国リートインデックス（除く日本）","----/--/--",5697,14961,15344,+1,+0.01,+218.19,+2.56,8741.47,
"三菱ＵＦＪ－ｅＭＡＸＩＳ　Ｓｌｉｍ　国内債券インデックス","----/--/--",56206,9101,9001,+5,+0.06,-562.06,-1.10,50591.02,
"三菱ＵＦＪ－ｅＭＡＸＩＳ　Ｓｌｉｍ　先進国債券インデックス（除く日本）","----/--/--",33269,13752,14062,+38,+0.27,+1031.33,+2.25,46782.86,
"ＳＢＩ－ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",18603,26878,31254,+216,+0.70,+8140.67,+16.28,58141.81,
"ＳＢＩ－ＳＢＩ・Ｊ－ＲＥＩＴ（分配）ファンド（年４回決算型）","----/--/--",105319,9575,10201,+24,+0.24,+6592.96,+6.54,107435.91,
"ＳＢＩ－ＳＢＩ・ｉシェアーズ・ゴールドファンド（為替ヘッジなし）","----/--/--",136074,16168,17941,-80,-0.44,+24125.92,+10.97,244130.36,
"投資信託(金額/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
515823.45,+39547.03,+8.30,-278.91,-0.05,
"投資信託（金額/NISA預り（つみたて投資枠））",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ＳＢＩ－ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",259588,26966,31254,+216,+0.70,+111311.33,+15.90,811316.33,
"投資信託(金額/NISA預り(つみたて投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
811316.33,+111311.33,+15.90,+5607.1,+0.70,
"投資信託（金額/旧つみたてNISA預り）",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ＳＢＩ－ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",352622,17753,31254,+216,+0.70,+476074.96,+76.05,1102084.79,
"三井住友ＴＡＭ－世界経済インデックスファンド","----/--/--",2557,28679,40524,+173,+0.43,+3028.76,+41.30,10361.98,
"投資信託(金額/旧つみたてNISA預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
1112446.78,+479103.72,+75.65,+7660.87,+0.69,
"総合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
2705886.57,+644162.09,+31.24,+14664.07,+0.54
