"ポートフォリオ一覧",
"一括表示",
"PTS株価非表示",
"総件数：11件",
"選択範囲：1-11件",
"ページ：1",
"株式（現物/NISA預り（成長投資枠））",
"銘柄（コード）","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"8593 三菱ＨＣキャピタル","2025/02/04",50,1036,1083,-1.5,-0.14,+2350,+4.54,54150,
"1605 ＩＮＰＥＸ","2025/06/30",100,2003,2073,-0.5,-0.02,+7000,+3.49,207300,
"株式(現物/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
261450,+9350,+3.71,-125,-0.05,
"投資信託（金額/NISA預り（成長投資枠））",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"三菱ＵＦＪ－ｅＭＡＸＩＳ　Ｓｌｉｍ　先進国リートインデックス","----/--/--",5697,14961,15040,+150,+1.01,+45,+0.53,8568.28,
"三菱ＵＦＪ－ｅＭＡＸＩＳ　Ｓｌｉｍ　国内債券インデックス","----/--/--",56206,9101,9051,+4,+0.04,-281.03,-0.55,50872.05,
"三菱ＵＦＪ－ｅＭＡＸＩＳ　Ｓｌｉｍ　先進国債券インデックス","----/--/--",33269,13752,13969,+32,+0.23,+721.93,+1.58,46473.46,
"ＳＢＩ－ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",18603,26878,30670,+250,+0.82,+7054.25,+14.11,57055.4,
"ＳＢＩ－ＳＢＩ・Ｊ－ＲＥＩＴ（分配）ファンド（年４回決算型）","----/--/--",105319,9575,10132,+36,+0.36,+5866.26,+5.82,106709.21,
"ＳＢＩ－ＳＢＩ・ｉシェアーズ・ゴールドファンド（為替ヘッジなし）","----/--/--",136074,16168,17559,+151,+0.87,+18927.89,+8.60,238932.33,
"投資信託(金額/NISA預り(成長投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
508610.75,+32334.33,+6.79,+3113.34,+0.62,
"投資信託（金額/NISA預り（つみたて投資枠））",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ＳＢＩ－ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",259588,26966,30670,+250,+0.82,+96151.39,+13.74,796156.39,
"投資信託(金額/NISA預り(つみたて投資枠))合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
796156.39,+96151.39,+13.74,+6489.7,+0.82,
"投資信託（金額/旧つみたてNISA預り）",
"ファンド名","買付日","数量","取得単価","現在値","前日比","前日比（％）","損益","損益（％）","評価額",
"ＳＢＩ－ＳＢＩ・Ｖ・Ｓ＆Ｐ５００インデックス・ファンド","----/--/--",352622,17753,30670,+250,+0.82,+455481.83,+72.76,1081491.67,
"三井住友ＴＡＭ－世界経済インデックスファンド","----/--/--",2557,28679,39827,+204,+0.51,+2850.54,+38.87,10183.76,
"投資信託(金額/旧つみたてNISA預り)合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
1091675.43,+458332.38,+72.37,+8867.71,+0.82,
"総合計",
"評価額","含み損益","含み損益（％）","前日比","前日比（％）",
2657892.58,+596168.1,+28.92,+18345.75,+0.70
